ID, AD1, AD2, AD3, MP1, MP2, ON1, ON2, ON3, OP1, OP2, OP3, CON1, CON2, CON3, DSU1, DSU2, DSU3, DSU4, DSU5, TRY1, TRY2, TRY3, PEU1, PEU2, PEU3, PEU4, PU1, PU2, PU3, PU4, SSE1, SSE2, SSE3, SSE4, SSE5, CHECK
132, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
133, 3, 3, 3, 6, 5, 5, 4, 5, 4, 5, 5, 6, 6, 2, 5, 5, 4, 5, 6, 4, 4, 3, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
134, 3, 3, 3, 5, 5, 5, 5, 5, 4, 5, 4, 6, 6, 2, 5, 4, 4, 4, 6, 4, 3, 3, 5, 4, 5, 5, 6, 6, 6, 6, 5, 5, 5, 6, 5, 1
135, 5, 4, 5, 7, 7, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 6, 6, 6, 7, 6, 5, 5, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
136, 5, 3, 3, 6, 6, 5, 5, 5, 4, 5, 4, 7, 6, 2, 6, 6, 6, 6, 7, 4, 4, 3, 6, 5, 5, 5, 6, 7, 6, 7, 6, 6, 6, 7, 6, 1
137, 5, 2, 2, 6, 6, 5, 5, 5, 4, 5, 5, 7, 7, 1, 7, 6, 6, 6, 7, 3, 4, 3, 6, 4, 6, 6, 7, 6, 6, 7, 6, 6, 6, 7, 6, 1
138, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
139, 5, 3, 2, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 5, 4, 3, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
140, 5, 3, 4, 6, 6, 5, 6, 5, 4, 5, 5, 7, 7, 2, 6, 5, 5, 5, 7, 5, 5, 4, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 7, 6, 1
141, 3, 3, 3, 4, 5, 3, 4, 3, 2, 3, 4, 7, 6, 2, 5, 4, 3, 4, 6, 3, 3, 2, 5, 4, 5, 5, 6, 6, 6, 6, 5, 5, 5, 6, 5, 1
142, 4, 3, 3, 6, 5, 5, 4, 5, 5, 6, 5, 7, 7, 1, 6, 6, 5, 6, 7, 5, 4, 4, 6, 5, 5, 7, 6, 6, 5, 6, 7, 7, 7, 7, 7, 1
143, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
144, 3, 3, 4, 6, 6, 5, 4, 5, 4, 5, 5, 7, 7, 2, 6, 6, 5, 6, 7, 4, 4, 4, 5, 4, 5, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 1
145, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 6, 5, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
146, 5, 5, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 5, 5, 5, 4, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 1
147, 3, 3, 2, 6, 5, 5, 6, 5, 4, 5, 4, 6, 6, 1, 6, 5, 4, 5, 6, 4, 4, 2, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
148, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 5, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
149, 4, 3, 3, 5, 5, 5, 4, 5, 4, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 4, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
150, 5, 5, 5, 6, 6, 6, 5, 6, 6, 6, 6, 7, 7, 2, 7, 6, 5, 5, 7, 6, 6, 5, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 7, 7, 7, 1
151, 4, 4, 4, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 3, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
152, 5, 3, 4, 6, 6, 6, 5, 6, 5, 6, 5, 7, 7, 2, 7, 6, 6, 6, 7, 5, 5, 5, 6, 4, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1
153, 5, 4, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
154, 5, 4, 3, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 5, 5, 4, 6, 4, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 1
155, 5, 3, 4, 6, 5, 5, 5, 5, 4, 6, 5, 7, 7, 2, 6, 6, 6, 6, 7, 4, 4, 4, 6, 5, 5, 6, 7, 7, 7, 7, 6, 6, 6, 7, 6, 1
156, 4, 4, 3, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 5, 4, 5, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 1
157, 4, 3, 3, 5, 5, 4, 4, 4, 3, 5, 5, 6, 6, 1, 5, 5, 5, 4, 6, 4, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
158, 4, 3, 3, 5, 5, 5, 4, 5, 3, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 6, 4, 5, 6, 6, 6, 6, 6, 5, 6, 5, 6, 5, 1
159, 4, 3, 3, 5, 5, 4, 3, 4, 4, 5, 4, 7, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 5, 5, 5, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 1
160, 5, 4, 4, 6, 5, 5, 5, 5, 5, 5, 5, 7, 7, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
161, 5, 4, 3, 6, 6, 6, 5, 6, 5, 6, 6, 7, 7, 2, 6, 6, 6, 5, 7, 6, 4, 4, 6, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 1
162, 4, 3, 3, 6, 5, 5, 5, 5, 4, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
163, 4, 3, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 4, 4, 3, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
165, 4, 3, 3, 4, 4, 3, 2, 3, 3, 5, 4, 7, 6, 1, 5, 4, 5, 4, 5, 4, 3, 3, 6, 4, 5, 5, 6, 6, 5, 6, 5, 5, 5, 6, 5, 1
166, 5, 3, 3, 6, 6, 5, 4, 5, 4, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 4, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
167, 4, 4, 3, 5, 5, 4, 4, 4, 4, 5, 5, 7, 7, 2, 5, 5, 5, 5, 6, 3, 3, 3, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
168, 5, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
170, 4, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 1, 6, 5, 5, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
171, 4, 4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
172, 4, 4, 3, 6, 6, 5, 5, 5, 5, 6, 5, 7, 7, 1, 6, 5, 5, 5, 6, 4, 4, 4, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
173, 5, 4, 4, 6, 6, 6, 6, 6, 4, 6, 5, 6, 6, 2, 7, 6, 6, 6, 7, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 1
174, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 5, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 1
175, 3, 4, 3, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 5, 6, 5, 4, 4, 6, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
176, 4, 3, 4, 5, 5, 5, 5, 4, 4, 5, 4, 6, 6, 2, 5, 5, 5, 5, 6, 5, 3, 3, 6, 5, 5, 6, 6, 6, 6, 6, 5, 5, 6, 6, 5, 1
177, 4, 3, 3, 5, 6, 5, 4, 5, 4, 6, 5, 6, 6, 1, 6, 6, 6, 6, 6, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
178, 3, 3, 2, 5, 5, 5, 5, 5, 3, 4, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 3, 6, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 1
179, 4, 3, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 5, 4, 4, 4, 6, 4, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 1
180, 4, 3, 4, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 5, 1
181, 4, 3, 3, 5, 5, 4, 4, 4, 4, 5, 5, 6, 6, 2, 6, 6, 5, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
182, 5, 4, 4, 6, 6, 6, 5, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
183, 5, 4, 4, 6, 6, 5, 5, 5, 5, 6, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
184, 6, 3, 3, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
185, 4, 3, 2, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 1, 5, 5, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
186, 3, 3, 3, 4, 4, 4, 3, 4, 3, 5, 4, 6, 6, 1, 6, 5, 5, 5, 6, 3, 2, 2, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
187, 5, 3, 3, 5, 5, 4, 4, 4, 4, 5, 5, 6, 6, 2, 4, 4, 4, 4, 5, 4, 4, 3, 5, 3, 5, 5, 6, 6, 5, 6, 5, 5, 6, 6, 5, 1
188, 4, 5, 4, 5, 5, 4, 4, 5, 4, 4, 4, 6, 6, 2, 6, 5, 5, 5, 6, 4, 3, 3, 5, 5, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 1
189, 3, 3, 3, 5, 5, 4, 4, 4, 3, 5, 5, 7, 7, 1, 6, 6, 5, 6, 7, 5, 4, 4, 6, 6, 5, 6, 7, 7, 6, 7, 6, 6, 6, 7, 6, 1
190, 4, 3, 3, 5, 5, 4, 4, 4, 3, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 4, 3, 3, 5, 3, 5, 5, 6, 6, 6, 6, 5, 5, 5, 5, 5, 1
191, 4, 4, 3, 6, 5, 5, 6, 5, 4, 5, 5, 6, 6, 2, 6, 5, 5, 6, 6, 5, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1
192, 4, 4, 3, 6, 6, 5, 5, 5, 5, 5, 6, 7, 7, 2, 6, 5, 4, 5, 7, 5, 5, 4, 6, 6, 6, 6, 7, 7, 6, 7, 6, 6, 6, 7, 6, 1
193, 4, 5, 3, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 2, 6, 6, 5, 6, 7, 4, 4, 3, 6, 4, 6, 6, 7, 7, 6, 7, 6, 6, 6, 7, 6, 1
194, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
195, 4, 3, 3, 5, 5, 5, 4, 4, 4, 5, 4, 7, 7, 1, 5, 5, 4, 5, 6, 3, 3, 3, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 1
196, 4, 4, 3, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 5, 4, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 1
197, 3, 3, 5, 5, 5, 4, 4, 4, 4, 5, 5, 6, 6, 2, 5, 5, 4, 5, 6, 4, 4, 3, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
198, 5, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 7, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
199, 4, 4, 3, 6, 6, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 6, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
200, 5, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 6, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
201, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
202, 4, 4, 3, 6, 6, 6, 5, 6, 5, 5, 5, 7, 7, 2, 6, 5, 4, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
203, 4, 3, 3, 5, 5, 4, 4, 4, 4, 5, 5, 7, 6, 1, 6, 5, 5, 5, 6, 3, 3, 3, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
204, 4, 3, 4, 5, 5, 5, 6, 5, 4, 5, 4, 6, 6, 2, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 6, 5, 6, 6, 6, 5, 1
205, 4, 3, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
206, 4, 4, 4, 6, 6, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
207, 3, 3, 3, 5, 5, 4, 4, 5, 3, 4, 4, 6, 6, 2, 6, 5, 4, 5, 6, 3, 4, 2, 5, 4, 5, 5, 6, 6, 6, 6, 5, 6, 5, 6, 6, 1
208, 4, 3, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
209, 4, 3, 3, 5, 5, 5, 4, 5, 4, 5, 5, 7, 6, 2, 6, 6, 5, 6, 6, 4, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
210, 3, 3, 3, 5, 5, 4, 4, 4, 2, 5, 4, 7, 7, 2, 5, 5, 5, 4, 6, 3, 3, 3, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
212, 4, 4, 4, 6, 5, 5, 5, 5, 5, 5, 5, 7, 6, 2, 5, 5, 5, 5, 6, 5, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
213, 5, 4, 5, 6, 6, 5, 5, 6, 4, 5, 5, 6, 6, 1, 6, 5, 5, 6, 6, 4, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
214, 4, 2, 2, 6, 5, 5, 4, 5, 3, 6, 5, 7, 6, 1, 6, 6, 5, 6, 7, 4, 4, 3, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
215, 4, 3, 3, 6, 5, 5, 5, 5, 4, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 5, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
216, 4, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
217, 5, 3, 3, 6, 6, 5, 5, 5, 5, 6, 6, 7, 7, 2, 5, 5, 5, 5, 6, 4, 4, 4, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 1
218, 4, 3, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 5, 4, 5, 6, 5, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
219, 5, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
220, 5, 3, 3, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 6, 4, 6, 6, 5, 5, 4, 6, 4, 5, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 1
221, 3, 3, 2, 5, 5, 5, 4, 5, 4, 5, 5, 7, 6, 2, 6, 5, 4, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
223, 4, 3, 2, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 7, 6, 6, 7, 7, 6, 5, 4, 6, 4, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1
224, 3, 3, 2, 5, 5, 4, 4, 4, 3, 5, 4, 6, 6, 1, 6, 5, 4, 5, 6, 4, 3, 2, 6, 6, 5, 6, 6, 6, 5, 6, 5, 6, 5, 6, 6, 1
225, 4, 4, 3, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1
226, 3, 3, 3, 5, 5, 4, 4, 4, 4, 5, 4, 6, 6, 1, 6, 6, 5, 5, 6, 4, 3, 3, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
227, 3, 3, 3, 5, 4, 4, 3, 4, 3, 5, 5, 7, 7, 2, 5, 5, 4, 5, 6, 4, 4, 3, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1
228, 5, 3, 3, 6, 5, 5, 4, 5, 4, 5, 5, 6, 6, 2, 7, 6, 6, 6, 7, 4, 4, 3, 6, 5, 6, 6, 7, 7, 6, 7, 6, 6, 6, 7, 6, 1
229, 5, 3, 4, 5, 5, 5, 4, 5, 4, 5, 4, 6, 6, 2, 6, 6, 5, 6, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
230, 4, 3, 3, 6, 6, 6, 5, 5, 3, 4, 5, 6, 6, 2, 5, 5, 4, 5, 6, 3, 3, 4, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
231, 5, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 1, 6, 5, 4, 5, 6, 3, 4, 4, 6, 6, 6, 6, 7, 6, 6, 6, 5, 6, 6, 6, 6, 1
232, 4, 3, 3, 6, 6, 5, 5, 5, 5, 5, 5, 7, 6, 2, 6, 6, 5, 6, 7, 4, 4, 3, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
235, 3, 3, 3, 4, 4, 4, 4, 5, 3, 5, 4, 7, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
236, 4, 3, 2, 6, 5, 4, 4, 5, 3, 4, 4, 6, 6, 1, 5, 5, 4, 5, 5, 4, 4, 3, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1
237, 5, 4, 4, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
238, 5, 5, 4, 6, 6, 6, 6, 6, 4, 6, 5, 6, 6, 2, 6, 5, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
239, 5, 4, 4, 6, 6, 5, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
240, 5, 3, 3, 6, 6, 5, 5, 4, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 4, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
241, 5, 4, 3, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
242, 4, 3, 4, 6, 6, 5, 5, 5, 4, 5, 5, 7, 6, 2, 6, 5, 4, 5, 7, 5, 5, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
244, 3, 3, 4, 5, 5, 4, 3, 4, 4, 5, 4, 6, 5, 2, 5, 5, 5, 5, 6, 3, 3, 3, 6, 5, 6, 6, 5, 5, 5, 5, 5, 6, 6, 6, 6, 1
245, 4, 3, 3, 5, 5, 5, 4, 5, 4, 5, 4, 7, 7, 2, 5, 5, 5, 6, 6, 4, 4, 3, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
246, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
247, 3, 3, 4, 5, 5, 4, 3, 5, 3, 5, 4, 6, 6, 2, 5, 5, 4, 4, 6, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
248, 3, 2, 3, 6, 5, 4, 5, 4, 4, 5, 5, 6, 7, 2, 6, 5, 5, 5, 7, 4, 3, 4, 5, 2, 5, 5, 7, 6, 6, 6, 6, 6, 7, 7, 6, 1
249, 4, 3, 3, 5, 5, 5, 5, 5, 3, 5, 5, 7, 7, 2, 6, 6, 6, 6, 7, 4, 3, 4, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 6, 6, 1
250, 5, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
251, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
252, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 5, 7, 7, 2, 6, 5, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
254, 5, 3, 4, 5, 5, 5, 4, 5, 4, 6, 5, 7, 6, 1, 6, 6, 6, 6, 7, 5, 4, 3, 6, 6, 6, 7, 7, 6, 7, 7, 6, 6, 6, 7, 6, 1
255, 5, 5, 4, 6, 5, 4, 4, 4, 3, 5, 5, 7, 7, 1, 6, 6, 5, 6, 7, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 7, 6, 1
256, 5, 4, 5, 5, 5, 4, 5, 4, 4, 6, 5, 7, 7, 2, 6, 6, 6, 6, 7, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 1
257, 3, 3, 2, 5, 5, 4, 4, 4, 3, 4, 4, 6, 6, 1, 6, 5, 6, 5, 6, 3, 3, 3, 5, 4, 5, 5, 6, 6, 6, 6, 5, 6, 5, 6, 5, 1
258, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
259, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 4, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
260, 4, 3, 3, 5, 5, 4, 3, 4, 4, 6, 5, 7, 6, 1, 6, 5, 5, 6, 7, 5, 4, 3, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
261, 5, 4, 4, 5, 5, 5, 4, 5, 5, 6, 5, 6, 6, 2, 6, 6, 6, 6, 6, 4, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
262, 5, 4, 3, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
263, 5, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
264, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 2, 6, 5, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
